ID Pelanggan,Nama Pelanggan,Waktu Pembelian,Jumlah Pembelian
5706,Danang Nurfadilah,2024-01-16 12:19:38,418026.05
5707,Ajeng Yap,2024-12-29 20:17:48,315450.15
5708,Odelia Rosadi,2024-05-02 10:41:21,222237.64
5709,Nadya Febriana,2024-08-16 14:03:25,239867.14
5710,Siska Hardiansyah,2024-04-22 04:14:47,332824.34
5711,Nadya Intan,2024-12-12 08:19:15,386488.57
5712,Aisyah Utama,2024-04-24 20:41:58,130120.62
5713,Xenia Lestari,2024-04-14 13:08:03,260912.74
5714,Zain Basuki,2024-01-20 02:08:41,202974.09
5715,Qila Dwiputra,2024-02-28 22:38:18,421866.81
5716,Omar Setiawan,2024-02-15 21:47:25,24751.18
5717,Danu Surya,2024-03-08 11:56:56,493028.64
5718,Hani Intan,2024-11-08 18:23:28,384747.54
5719,Tariq Mahardika,2024-08-05 20:45:33,443655.65
5720,Yohan Permadi,2024-03-20 18:25:00,200899.08
5721,Sekar Hardiansyah,2024-06-30 18:13:45,197919.97
5722,Gita Harimurti,2024-09-19 12:03:50,38782.16
5723,Ajeng Ambarwati,2024-04-19 19:56:58,49035.6
5724,Tirta Bayhaqie,2024-04-14 17:13:37,379342.95
5725,Yanti Nurfadilah,2024-12-30 16:46:33,43677.73
5726,Wira Pratama,2024-04-09 12:53:16,388304.65
5727,Yohan Sari,2024-05-31 22:36:09,188168.61
5728,Nabila Wijaya,2024-08-20 15:13:36,261906.97
5729,Eka Adinata,2024-04-09 20:12:14,317392.07
5730,Tari Anggara,2024-10-28 19:38:07,437134.55
5731,Habib Febriana,2024-11-06 09:10:17,257868.32
5732,Alex Wijanarko,2024-04-15 01:38:00,105805.19
5733,Pandu Susanti,2024-03-22 19:09:52,81951.13
5734,Danu Satya,2024-10-14 09:58:50,110096.16
5735,Wulan Kusuma,2024-06-17 15:17:24,52993.01
5736,Pram Dwiputra,2024-11-14 00:57:09,121272.47
5737,Nabil Permana,2024-08-15 21:12:46,498354.85
5738,Utami Ramdhan,2024-11-29 19:40:02,267367.83
5739,Dewi Amelia,2024-05-31 18:13:44,96153.11
5740,Gita Maulana,2024-11-30 20:44:41,252477.9
5741,Elok Sapari,2024-04-02 17:51:51,375725.86
5742,Aditya Aji,2024-05-31 21:54:25,285332.46
5743,Mila Nugraheni,2024-07-03 19:08:53,317506.68
5744,Farras Hardiansyah,2024-05-01 21:58:55,79463.65
5745,Mila Pratama,2024-10-08 20:26:20,432113.26
5746,Omar Rosadi,2024-06-07 21:57:07,182653.6
5747,Qomar Rahayu,2024-08-04 21:01:09,376937.93
5748,Cahya Sapari,2024-05-08 19:49:05,198796.44
5749,Aditya Wulandari,2024-10-23 21:55:56,458282.67
5750,Gita Saputra,2024-07-07 21:04:09,401862.48
5751,Dian Satya,2024-06-22 21:32:03,310863.89
5752,Danang Widodo,2024-03-08 21:51:00,466332.32
5753,Bagus Sapari,2024-04-17 21:28:24,331910.84
5754,Ulya Yusuf,2024-11-11 19:47:46,211924.47
5755,Andi Setiawan,2024-02-21 20:50:42,405647.51
5756,Niko Santoso,2024-02-19 18:55:46,418894.43
5757,Hafiz Pratama,2024-11-14 18:19:52,294976.36
5758,Kirana Irwansyah,2024-10-17 11:49:36,299316.57
5759,Vina Yusuf,2024-09-22 18:42:23,414936.92
5760,Qila Intan,2024-01-14 01:00:09,64445.69
5761,Ulya Mahardika,2024-07-10 05:23:37,41035.24
5762,Qomar Nurfadilah,2024-06-23 20:59:02,359053.72
5763,Hafiz Kusnadi,2024-11-28 20:25:26,455468.35
5764,Umar Widodo,2024-11-04 21:47:36,261039.93
5765,Niko Yudhoyono,2024-01-02 02:43:14,322130.96
5766,Kirana Putra,2024-07-27 11:11:17,192018.1
5767,Hanif Halim,2024-06-04 22:56:15,210908.44
5768,Tariq Santoso,2024-08-22 03:57:14,89859.62
5769,Mila Sapari,2024-11-12 18:58:17,41413.12
5770,Zain Mahardika,2024-09-06 04:36:12,420621.06
5771,Dimas Baswedan,2024-10-19 18:43:12,154199.55
5772,Ani Susanti,2024-07-07 14:57:18,245697.76
5773,Alya Firmansyah,2024-09-20 20:52:27,224329.45
5774,Syifa Baswedan,2024-10-26 19:17:10,192090.23
5775,Gilbert Nugraha,2024-02-09 18:31:04,105421.68
5776,Sekar Kurniawan,2024-04-18 11:14:20,188893.89
5777,Tariq Kusnadi,2024-09-06 20:27:28,89383.16
5778,Nanda Yap,2024-06-02 11:26:51,428195.87
5779,Valen Ramdani,2024-11-04 06:36:57,235639.58
5780,Teguh Baswedan,2024-04-26 18:09:29,123486.03
5781,Odelia Sapari,2024-07-13 11:13:29,355672.06
5782,Lutfi Rizal,2024-12-11 20:45:23,76505.25
5783,Rizky Susanti,2024-09-11 20:48:51,266914.11
5784,Maya Adinata,2024-12-29 19:20:52,185990.79
5785,Indra Fadilah,2024-07-31 20:00:34,433660.45
5786,Veron Baswedan,2024-05-07 19:27:15,103554.25
5787,Alya Sari,2024-05-07 14:56:22,313249.39
5788,Aisyah Irwansyah,2024-04-14 19:44:36,383204.23
5789,Cahya Irwansyah,2024-11-22 23:05:08,349520.98
5790,Zain Putra,2024-02-05 03:39:04,487020.14
5791,Gita Pratama,2024-01-19 19:53:11,125463.59
5792,Ulya Lestari,2024-02-14 19:41:55,19680.01
5793,Hafiz Rosadi,2024-05-05 20:16:38,312738.14
5794,Jamil Ramadhan,2024-08-12 00:02:11,402418.08
5795,Valen Surya,2024-10-26 18:04:30,249566.26
5796,Odelia Wulandari,2024-04-01 18:10:10,21809.77
5797,Nabila Syahrul,2024-05-31 20:14:25,453942.88
5798,Joko Widodo,2024-04-04 11:16:56,204959.25
5799,Eka Oktaviani,2024-06-15 21:29:10,172818.34
5800,Hani Wulandari,2024-02-20 20:08:05,63877.92
5801,Salsa Rahayu,2024-03-28 19:37:37,438881.12
5802,Galih Nugraheni,2024-05-08 18:27:13,320685.54
5803,Sekar Sulistyo,2024-08-17 20:13:14,23678.89
5804,Zara Irwansyah,2024-08-27 21:55:42,401746.89
5805,Zain Saputra,2024-11-04 00:07:04,142395.54
5806,Yusuf Kusuma,2024-01-31 11:45:55,374045.13
5807,Jamal Hartati,2024-01-21 20:45:14,79684.93
5808,Jamal Sari,2024-09-17 21:18:30,288133.49
5809,Wulan Kusnadi,2024-03-09 21:16:35,411663.73
5810,Citra Utama,2024-01-25 20:13:38,38418.81
5811,Ilham Irwansyah,2024-10-27 18:47:03,80618.43
5812,Rina Santoso,2024-10-30 18:46:21,306616.42
5813,Valen Harimurti,2024-04-30 20:05:19,225721.74
5814,Zara Firmansyah,2024-05-29 06:41:19,395571.11
5815,Mahesa Yap,2024-02-06 19:15:22,244255.17
5816,Ani Baswedan,2024-07-20 18:07:59,102141.04
5817,Laras Susanti,2024-07-15 19:27:39,271622.3
5818,Nabil Febriana,2024-09-26 20:18:50,208214.55
5819,Qila Ambarwati,2024-05-14 19:00:23,465065.72
5820,Mahesa Rohman,2024-07-31 21:25:41,219472.21
5821,Andi Amelia,2024-12-19 07:41:54,390178.35
5822,Citra Subianto,2024-03-10 13:29:51,274660.24
5823,Hani Putra,2024-09-03 19:45:45,309025.96
5824,Kirana Intan,2024-08-19 19:17:11,107305.64
5825,Reza Setiawan,2024-06-19 16:13:43,452754.49
5826,Dewi Santoso,2024-03-13 18:32:02,478907.32
5827,Tiara Yusuf,2024-04-25 01:26:18,206385.97
5828,Ali Yudhoyono,2024-09-19 06:43:14,316510.1
5829,Laras Baswedan,2024-08-22 02:01:49,76893.74
5830,Nabila Surya,2024-12-11 18:37:11,406320.74
5831,Faisal Kusnadi,2024-09-10 20:47:45,54142.79
5832,Teguh Wibowo,2024-04-27 19:19:21,249117.78
5833,Ilham Oktaviani,2024-12-29 21:03:44,300836.39
5834,Farras Utama,2024-04-10 12:11:22,303040.46
5835,Valen Harimurti,2024-07-27 20:41:24,394974.03
5836,Siska Aryani,2024-06-23 18:55:38,460759.7
5837,Joko Susanti,2024-08-03 18:28:42,129335.29
5838,Xenia Maulana,2024-03-28 20:54:11,436186.62
5839,Abdi Rosadi,2024-04-17 02:05:11,100016.82
5840,Yusuf Widyawati,2024-04-24 20:18:31,456995.96
5841,Omar Nurfadilah,2024-06-16 20:39:01,124685.38
5842,Alex Permana,2024-06-26 05:40:47,240116.52
5843,Nabila Oktaviani,2024-04-20 22:12:35,31823.76
5844,Hani Sapari,2024-12-01 14:16:45,99022.4
5845,Zidan Dwiputra,2024-04-06 21:30:25,49203.17
5846,Tiara Sutrisno,2024-01-08 16:50:17,10339.11
5847,Jihan Baswedan,2024-11-02 08:02:23,453228.52
5848,Nurul Fadilah,2024-05-09 21:59:29,423319.96
5849,Nadya Agung,2024-12-23 18:12:10,139844.25
5850,Jihan Fitriani,2024-11-06 20:05:10,309942.67
5851,Nurul Yap,2024-11-20 16:57:54,408528.7
5852,Tari Santoso,2024-04-08 05:33:11,435263.34
5853,Lutfi Almira,2024-05-27 18:28:12,64204.59
5854,Alex Harimurti,2024-09-08 18:57:16,428134.33
5855,Yanti Yudhoyono,2024-05-06 06:15:13,418033.25
5856,Elok Permadi,2024-03-15 02:33:29,166624.23
5857,Ilham Maulana,2024-08-22 19:03:21,233315.77
5858,Hani Agung,2024-12-27 20:51:46,480774.57
5859,Ani Nugraheni,2024-11-03 20:19:08,411882.13
5860,Hafiz Sari,2024-12-06 20:08:19,184062.49
5861,Alex Sulistyo,2024-01-25 04:44:47,220973.58
5862,Neneng Baswedan,2024-12-01 09:18:38,212124.03
5863,Tari Nugroho,2024-12-05 23:36:15,48140.62
5864,Habib Permadi,2024-12-22 17:44:07,197545.54
5865,Eka Firmansyah,2024-12-12 21:23:23,34272.06
5866,Habib Adinata,2024-04-18 18:11:58,107036.65
5867,Jamal Sapari,2024-02-17 19:50:48,266893.73
5868,Bintang Ambarwati,2024-01-16 21:42:35,122115.34
5869,Rina Oktaviani,2024-04-28 00:00:53,309147.21
5870,Jamil Febriana,2024-04-27 19:00:52,236047.83
5871,Kirana Dwiputra,2024-11-05 00:33:28,60934.49
5872,Eka Yudhoyono,2024-03-06 15:30:15,332864.21
5873,Dimas Aryani,2024-03-13 12:00:36,329268.27
5874,Faisal Wijaningsih,2024-07-30 18:16:34,173902.7
5875,Cahya Yuliana,2024-11-26 17:08:08,395233.07
5876,Citra Yuliana,2024-08-22 17:21:41,319327.84
5877,Habib Novitasari,2024-10-08 03:23:02,128188.82
5878,Neneng Surya,2024-01-16 18:26:50,322142.01
5879,Kiki Wibowo,2024-06-09 21:25:38,441375.23
5880,Xenia Surya,2024-09-21 19:11:32,314954.77
5881,Hanif Syahrul,2024-10-01 19:53:02,439981.5
5882,Danang Lestari,2024-06-13 07:56:07,62434.37
5883,Yanti Nugraha,2024-02-17 18:25:54,83330.95
5884,Nurul Pratiwi,2024-05-19 15:11:24,315623.31
5885,Hani Aryani,2024-12-16 19:52:13,172954.77
5886,Mila Pratiwi,2024-08-07 22:54:02,126270.4
5887,Udin Oktaviani,2024-08-22 14:37:48,424726.28
5888,Vina Wibowo,2024-10-16 01:31:05,98300.73
5889,Kiki Ramdani,2024-05-24 18:23:41,98371.15
5890,Teguh Hidayat,2024-06-30 13:02:48,112287.73
5891,Citra Nugraha,2024-12-12 20:13:29,33796.58
5892,Danang Harimurti,2024-10-31 19:40:23,469262.53
5893,Indra Yudhoyono,2024-03-06 20:42:57,408746.03
5894,Putri Ramadhan,2024-06-12 10:00:18,113575.12
5895,Bintang Harimurti,2024-03-21 09:50:29,258750.98
5896,Yohan Febriana,2024-01-31 19:54:58,49534.14
5897,Ani Baswedan,2024-06-21 19:34:25,461122.55
5898,Jamil Hardiansyah,2024-08-18 17:10:28,493574.63
5899,Alex Wibowo,2024-06-06 20:56:30,476871.69
5900,Vina Ramdani,2024-03-12 20:29:53,469745.61
5901,Farras Surya,2024-11-08 13:13:49,405159.64
5902,Ilham Bayhaqie,2024-11-19 18:44:44,209604.1
5903,Tari Hardiansyah,2024-08-07 20:22:21,183737.94
5904,Bagus Maulida,2024-02-07 22:56:59,105705.44
5905,Dewi Aryani,2024-03-06 08:41:00,420515.45
5906,Hafiz Ramdhan,2024-06-24 18:33:58,121974.29
5907,Danang Ramdhan,2024-09-06 19:59:04,307098.41
5908,Odelia Anggara,2024-03-01 18:40:35,118654.13
5909,Odelia Andini,2024-04-03 21:45:24,110599.65
5910,Xenia Febriana,2024-10-06 20:10:40,125005.45
5911,Nanda Fitriani,2024-09-26 18:50:46,101953.05
5912,Daniel Kusuma,2024-11-18 18:17:57,161377.51
5913,Budi Amelia,2024-05-04 18:32:31,412828.81
5914,Gilbert Subianto,2024-10-01 22:46:39,196022.93
5915,Faisal Yudhoyono,2024-03-02 21:43:03,262333.22
5916,Dimas Satya,2024-05-24 17:58:26,82049.96
5917,Joko Irwansyah,2024-08-02 09:18:12,349196.51
5918,Yohan Wijaningsih,2024-12-26 06:05:44,166015.24
5919,Lutfi Amelia,2024-01-12 20:00:45,43078.79
5920,Tono Ramadhan,2024-03-15 06:10:23,236819.41
5921,Nabila Baswedan,2024-11-10 19:08:43,202964.93
5922,Wahyu Saputra,2024-12-21 19:01:52,299910.09
5923,Hanif Syahrul,2024-05-11 09:27:13,398271.3
5924,Nanda Aji,2024-09-09 20:21:40,175224.99
5925,Elok Saputra,2024-12-21 21:41:17,24030.22
5926,Yohan Santoso,2024-08-04 15:08:18,251674.42
5927,Lusi Intan,2024-09-06 11:36:56,190038.62
5928,Pram Nugroho,2024-05-19 01:00:15,139583.48
5929,Valen Agung,2024-01-02 22:38:22,343402.28
5930,Neneng Setiawan,2024-04-23 19:28:23,273351.59
5931,Galih Wijaya,2024-09-14 20:31:05,323767.52
5932,Fikri Wijaya,2024-08-06 20:04:59,331516.95
5933,Cindy Amelia,2024-10-22 19:26:27,496731.78
5934,Alya Maulida,2024-06-24 06:56:30,445832.62
5935,Nurul Ramdani,2024-05-22 03:08:35,77254.54
5936,Alya Nugraha,2024-02-18 20:00:47,218991.47
5937,Veron Yuliana,2024-10-05 18:25:28,291790.1
5938,Mila Sari,2024-09-18 01:25:50,42703.92
5939,Wira Rohman,2024-10-06 21:52:18,339566.31
5940,Syifa Maulana,2024-02-17 10:58:47,57710.89
5941,Syifa Wijaya,2024-10-09 11:02:21,391952.29
5942,Qomar Kusuma,2024-01-28 18:06:20,194274.68
5943,Laras Agung,2024-06-15 17:02:29,67191.01
5944,Yohan Ambarwati,2024-09-08 20:29:45,68423.84
5945,Ulya Anggara,2024-07-29 20:50:25,27893.45
5946,Galih Wijanarko,2024-02-09 19:02:22,459120.5
5947,Putri Saputri,2024-08-14 19:54:57,339205.41
5948,Andi Yap,2024-12-01 20:37:37,287864.14
5949,Andi Irwansyah,2024-08-21 08:30:16,485208.99
5950,Gilang Sutrisno,2024-09-25 03:34:54,408403.04
5951,Jamil Mahardika,2024-01-22 05:42:16,474838.29
5952,Niko Subianto,2024-03-29 21:25:03,381785.02
5953,Tariq Ambarwati,2024-05-05 15:24:17,262331.12
5954,Joko Santoso,2024-11-22 18:34:18,186768.1
5955,Mahesa Febriana,2024-08-07 07:18:38,73129.76
5956,Pandu Agung,2024-12-08 21:58:45,437833.1
5957,Udin Anggara,2024-12-16 08:55:35,358653.81
5958,Rina Ambarwati,2024-07-20 23:37:30,79693.9
5959,Ajeng Rohman,2024-06-24 21:39:38,217967.47
5960,Gita Santoso,2024-07-03 06:07:41,89694.72
5961,Joko Sulistyo,2024-07-31 23:08:32,460565.91
5962,Indra Saputri,2024-02-08 21:48:53,262114.03
5963,Gita Pratiwi,2024-04-25 20:46:03,420717.6
5964,Eric Aji,2024-07-29 18:39:23,76955.09
5965,Tiara Yudhoyono,2024-03-17 01:39:51,168777.92
5966,Rafi Febriana,2024-11-13 18:43:46,94778.22
5967,Mahesa Putra,2024-02-12 03:42:30,208981.53
5968,Dewi Dwiputra,2024-07-04 13:54:38,252137.47
5969,Gilang Amelia,2024-09-24 23:05:02,183262.0
5970,Odelia Wijanarko,2024-10-07 20:19:18,307541.6
5971,Daniel Maulana,2024-04-25 21:48:20,158628.43
5972,Odelia Baswedan,2024-09-06 08:13:11,324785.04
5973,Maya Novitasari,2024-09-01 19:54:27,22788.97
5974,Eka Baswedan,2024-07-03 08:49:05,373859.92
5975,Umar Widodo,2024-08-06 21:45:45,245336.95
5976,Yohan Adinata,2024-03-01 17:48:26,388960.85
5977,Tariq Hardiansyah,2024-04-19 20:41:46,150705.61
5978,Citra Bayhaqie,2024-08-08 00:55:51,244595.48
5979,Jamal Saputra,2024-06-28 20:19:04,442743.67
5980,Mila Firmansyah,2024-04-27 10:04:06,232794.04
5981,Wira Aji,2024-10-09 18:27:06,355845.35
5982,Aisyah Novitasari,2024-08-08 18:24:30,333086.65
5983,Yanti Subianto,2024-04-15 19:02:05,173826.74
5984,Abdi Yusuf,2024-09-04 21:22:05,441403.6
5985,Cahya Ramdhan,2024-08-28 06:22:24,432741.8
5986,Alya Wijanarko,2024-03-14 22:14:32,461701.24
5987,Zidan Firmansyah,2024-12-16 04:13:41,210112.21
5988,Ilham Syahrul,2024-06-20 20:23:24,163577.17
5989,Dian Wijaningsih,2024-04-27 21:36:28,250633.16
5990,Yusuf Bayhaqie,2024-01-17 12:58:50,53979.32
5991,Cindy Pratama,2024-08-01 18:25:48,22904.03
5992,Gilang Ramdhan,2024-09-05 09:59:25,188070.08
5993,Wira Permana,2024-04-19 21:09:23,468010.4
5994,Eric Yap,2024-07-04 22:58:12,42166.84
5995,Rina Maulida,2024-12-28 23:12:43,73094.08
5996,Alex Wijanarko,2024-09-11 13:40:30,488511.07
5997,Bintang Hidayat,2024-07-10 20:25:44,473372.35
5998,Nabil Utama,2024-12-18 20:43:59,35148.86
5999,Wahyu Ramdhan,2024-04-15 21:55:17,324345.88
6000,Odelia Harimurti,2024-04-20 00:07:17,60141.59
6001,Alex Widyawati,2024-10-11 21:00:00,315384.71
6002,Teguh Almira,2024-07-19 21:46:23,284908.93
6003,Zain Baswedan,2024-07-09 15:57:10,262100.26
6004,Lusi Sari,2024-03-10 10:09:12,93796.97
6005,Lutfi Maulida,2024-04-09 19:47:16,480270.83
6006,Joko Novitasari,2024-02-25 19:20:06,415436.51
6007,Lusi Santoso,2024-06-27 18:35:23,332181.81
6008,Zain Sari,2024-08-19 19:59:06,478823.74
6009,Sekar Mahardika,2024-08-20 00:08:13,34919.52
6010,Syifa Kurniawan,2024-08-19 13:27:47,110847.73
6011,Mahesa Sulistyo,2024-09-17 10:03:21,244618.63
6012,Kiki Saputri,2024-10-10 13:34:14,88068.2
6013,Niko Baswedan,2024-08-23 13:18:04,251523.16
6014,Abdi Mahardika,2024-08-30 21:02:28,310115.78
6015,Aisyah Utama,2024-03-22 15:25:14,34425.24
6016,Tiara Hartati,2024-11-16 20:10:41,350853.28
6017,Jihan Saputra,2024-03-13 18:32:08,455487.31
6018,Laras Ramdani,2024-11-25 19:10:00,130939.0
6019,Zain Andini,2024-08-09 18:58:11,411943.11
6020,Mega Halim,2024-05-27 18:23:43,221145.4
6021,Syifa Aji,2024-07-01 12:55:47,258134.53
6022,Neneng Rohman,2024-05-12 21:57:59,381112.04
6023,Gilbert Susanti,2024-09-14 21:21:07,384098.29
6024,Kartika Nugraheni,2024-03-22 18:50:56,113086.62
6025,Kiki Permana,2024-10-25 07:14:26,145579.61
6026,Nurul Almira,2024-07-21 18:57:28,309825.64
6027,Nanda Sari,2024-09-04 05:30:18,20898.89
6028,Danang Novitasari,2024-02-21 22:31:50,249895.54
6029,Danang Saputri,2024-01-10 18:15:34,137381.69
6030,Hafiz Saputra,2024-07-26 05:31:25,271633.17
6031,Indra Rosadi,2024-04-24 19:36:51,452608.1
6032,Zain Supriyadi,2024-03-06 15:33:10,460671.12
6033,Lusi Rosadi,2024-12-04 12:55:14,319363.81
6034,Rina Rizal,2024-01-20 18:17:43,38192.87
6035,Veron Ramdani,2024-12-26 15:07:01,275534.01
6036,Udin Harimurti,2024-12-14 21:53:51,218358.91
6037,Dudung Aryani,2024-08-22 19:16:30,362049.58
6038,Mega Wibowo,2024-02-08 19:23:46,209412.1
6039,Omar Permadi,2024-07-15 18:54:44,42153.94
6040,Wira Pratama,2024-11-29 20:03:46,134389.5
6041,Bagus Wijaningsih,2024-11-13 03:08:39,333753.39
6042,Yohan Permana,2024-04-02 10:45:03,398252.79
6043,Daniel Almira,2024-10-04 09:33:47,248912.24
6044,Qomar Kusnadi,2024-11-25 19:32:32,69397.92
6045,Dudung Widodo,2024-03-12 21:20:51,378332.56
6046,Wulan Pratiwi,2024-12-02 02:57:52,495479.25
6047,Elok Irwansyah,2024-11-06 18:06:24,476481.91
6048,Veron Irwansyah,2024-08-27 06:15:03,146974.32
6049,Siska Harimurti,2024-12-31 19:33:47,78881.96
6050,Tirta Firmansyah,2024-09-16 21:11:11,351801.87
6051,Dian Putra,2024-05-07 18:26:59,186251.54
6052,Qomar Sulistyo,2024-02-15 11:34:40,375231.81
6053,Kiki Yap,2024-07-26 18:33:06,376187.12
6054,Nabila Santoso,2024-10-24 03:49:29,25046.9
6055,Alex Widyawati,2024-12-24 20:39:27,179827.93
6056,Salsa Widodo,2024-01-31 18:01:24,341070.06
6057,Jihan Bayhaqie,2024-07-12 10:50:51,44452.94
6058,Yusuf Widodo,2024-05-19 14:20:51,249822.45
6059,Bagus Kurniawan,2024-09-16 17:58:54,436454.45
6060,Danu Yusuf,2024-05-25 06:34:33,11958.55
6061,Mila Wulandari,2024-03-06 21:24:33,407237.35
6062,Lusi Susanti,2024-11-11 12:32:06,215028.1
6063,Citra Supriyadi,2024-10-17 08:08:27,373035.78
6064,Neneng Kusnadi,2024-05-12 20:59:38,100115.21
6065,Putri Febriana,2024-08-12 16:52:59,482452.28
6066,Vina Supriyadi,2024-08-26 21:06:31,263956.96
6067,Yanti Aryani,2024-04-06 18:13:47,70099.8
6068,Dudung Saputri,2024-11-10 16:01:21,473255.33
6069,Zain Rohman,2024-03-24 21:54:14,102795.8
6070,Tiara Setiawan,2024-08-13 01:23:44,92985.74
6071,Cindy Nurfadilah,2024-02-18 21:55:49,196208.11
6072,Eric Widodo,2024-09-08 21:50:38,77752.47
6073,Wulan Saputra,2024-12-20 15:52:45,261943.93
6074,Bagus Hardiansyah,2024-03-09 20:23:44,137682.68
6075,Kiki Yusuf,2024-07-18 18:55:11,28392.62
6076,Indra Ramadhan,2024-10-21 19:18:08,137571.37
6077,Jamil Syahrul,2024-05-03 22:42:48,99234.03
6078,Lutfi Putra,2024-07-08 16:22:59,142933.76
6079,Zain Syahrul,2024-06-18 10:27:25,472721.67
6080,Hanif Rohman,2024-01-12 01:04:24,102379.67
6081,Fikri Rosadi,2024-04-12 20:00:25,422529.42
6082,Farah Rohman,2024-12-18 19:00:00,271467.84
6083,Xenia Mahardika,2024-12-22 09:28:37,28035.19
6084,Dian Novitasari,2024-08-19 18:03:41,340700.39
6085,Nabil Rosadi,2024-06-16 21:33:30,335120.97
6086,Odelia Wibowo,2024-06-20 16:37:36,82799.04
6087,Alex Yudhoyono,2024-01-12 10:35:01,39970.87
6088,Tono Kusuma,2024-05-25 19:23:25,136052.6
6089,Zidan Kusnadi,2024-11-08 19:14:16,342198.89
6090,Kartika Nurfadilah,2024-01-19 16:47:35,430750.75
6091,Valen Subianto,2024-04-14 19:23:12,428467.87
6092,Udin Yudhoyono,2024-02-21 13:26:26,232813.37
6093,Alex Andini,2024-02-19 21:12:51,277422.21
6094,Odelia Yuliana,2024-04-03 19:50:44,451226.86
6095,Qomar Wijanarko,2024-12-24 20:02:54,192094.25
6096,Kirana Fitriani,2024-10-12 18:27:02,239472.77
6097,Yohan Oktaviani,2024-03-13 22:13:23,172898.52
6098,Alex Wulandari,2024-11-20 02:26:11,16366.61
6099,Nabila Wulandari,2024-12-02 18:02:54,296474.65
6100,Hani Permadi,2024-01-31 20:11:07,485219.37
6101,Gilbert Ramdhan,2024-03-31 18:23:16,147668.31
6102,Hani Halim,2024-03-07 21:42:43,252941.65
6103,Veron Ambarwati,2024-12-21 17:45:02,284747.94
6104,Fikri Susanti,2024-12-11 10:16:07,334047.46
6105,Abdi Satya,2024-11-16 13:04:42,184597.72
6106,Eka Adinata,2024-03-07 22:04:28,421434.15
6107,Danu Ramdani,2024-12-27 19:35:57,256135.85
6108,Yusuf Nugraheni,2024-07-21 18:33:07,271050.31
6109,Valen Nurfadilah,2024-06-05 09:13:39,91903.66
6110,Ali Lestari,2024-02-01 18:42:53,20767.95
6111,Zidan Yuliana,2024-06-11 02:46:24,23766.01
6112,Cahya Sulistyo,2024-01-21 01:03:20,162317.71
6113,Abdi Aryani,2024-04-05 19:32:20,371558.81
6114,Hani Subianto,2024-01-25 20:51:37,63461.53
6115,Mila Sutrisno,2024-09-02 19:25:11,389140.87
6116,Andi Saputra,2024-04-07 00:14:25,215345.09
6117,Sekar Mahardika,2024-07-04 14:33:57,285326.56
6118,Alex Aryani,2024-02-27 04:11:01,234494.03
6119,Alya Oktaviani,2024-06-21 19:25:02,117168.74
6120,Tari Kusuma,2024-06-08 18:34:40,314298.91
6121,Pram Sulistyo,2024-11-29 02:21:02,346397.99
6122,Aditya Sutrisno,2024-02-07 20:24:48,382456.52
6123,Gilang Adinata,2024-04-13 09:43:13,344176.06
6124,Gilbert Baswedan,2024-12-07 01:34:10,14134.31
6125,Eka Widodo,2024-07-07 14:25:27,281710.56
6126,Alex Yunita,2024-04-15 10:21:25,21862.13
6127,Alya Ambarwati,2024-06-24 03:48:43,233411.39
6128,Oki Santoso,2024-05-04 20:53:05,321070.27
6129,Nurul Yuliana,2024-05-06 09:32:43,420662.49
6130,Udin Amelia,2024-03-29 18:33:05,415113.69
6131,Gita Wijanarko,2024-02-21 20:53:10,325430.24
6132,Rizky Hardiansyah,2024-06-24 21:21:06,377898.21
6133,Tariq Subianto,2024-11-15 18:15:33,155973.16
6134,Tariq Rizal,2024-05-16 05:31:41,134730.18
6135,Mega Baswedan,2024-04-26 17:47:30,211751.26
6136,Mega Widodo,2024-03-09 20:43:35,477293.72
6137,Cindy Supriyadi,2024-03-12 04:52:58,164990.63
6138,Lutfi Febriana,2024-05-19 17:47:15,204669.58
6139,Danu Rosadi,2024-01-12 22:00:29,309574.0
6140,Mahesa Permana,2024-10-26 22:18:34,66773.22
6141,Niko Widyawati,2024-05-24 01:32:46,291032.76
6142,Ali Firmansyah,2024-08-30 20:48:23,62474.07
6143,Aisyah Adinata,2024-04-29 18:01:31,31545.64
6144,Aisyah Sapari,2024-07-17 21:51:25,384507.59
6145,Vina Utama,2024-02-11 07:38:57,416719.8
6146,Udin Subianto,2024-07-13 18:40:48,351860.85
6147,Cindy Supriyadi,2024-06-14 22:38:52,433050.04
6148,Mega Wulandari,2024-03-26 21:59:40,150312.88
6149,Ilham Setiawan,2024-01-04 16:11:45,377719.96
6150,Budi Maulida,2024-01-13 20:21:30,259179.28
6151,Aisyah Agung,2024-08-10 03:57:26,85319.47
6152,Cindy Surya,2024-11-02 16:14:49,81164.05
6153,Danang Yusuf,2024-04-17 18:39:43,428863.57
6154,Aditya Oktaviani,2024-07-31 03:03:33,65591.4
6155,Aisyah Permana,2024-11-24 18:36:11,44957.85
6156,Zain Susanti,2024-01-02 03:20:07,388359.46
6157,Hanif Sari,2024-02-01 19:41:39,343739.5
6158,Jihan Aryani,2024-08-25 18:57:28,237659.91
6159,Udin Saputri,2024-10-25 21:40:36,192332.09
6160,Tari Amelia,2024-01-17 21:01:50,139550.84
6161,Pandu Anggara,2024-07-12 16:02:14,167770.21
6162,Hani Wijanarko,2024-02-12 11:51:59,402842.6
6163,Budi Yusuf,2024-06-10 21:31:46,358646.55
6164,Cindy Yuliana,2024-09-20 21:26:18,100631.07
